gloss,freq
marzipan,1
mas_scare_a,1
mash,1
mashed,2
mask,7
masks,1
Mason,1
mass,2
masses,1
massive,12
mast,4
master,31
master's,1
mastered,1
masterpiece,1
masters,1
masts,1
mat,14
matador,1
match,12
matchbox,5
matched,1
matches,3
matching,7
matchmaker,2
matchstick,1
mate,1
mater,1
materials,1
maths,3
mats,4
matted,1
matter,66
matters,3
Matthew,11
mattress,7
mature,1
mauve,1
max,1
Max,9
Max's,1
may,70
May's,1
Maya_Lin,1
maybe,86
mayhem,1
mayor,7
mayors,2
maypole,2
maze,4
Mcfluff,6
Mcfluff's,2
Mcginty,5
Mcmuddle,9
Mcvitie,2
me,1210
meadow,6
meadows,6
meal,10
meals,7
mealtimes,1
mean,114
meandering,1
meaner,1
meanest,3
meanie,3
meaning,9
meanings,2
meanly,1
means,26
meant,32
meantime,1
meanwhile,10
measle,7
measle_y,3
measles,22
measure,1
measured,1
measurement,1
meat,6
Meatdripper,6
meatdripping,3
meaty,1
mechanical,1
medail,1
medal,4
medals,6
medical,1
medicine,74
medicines,4
meditating,1
medley,1
medusa,1
meek,2
meeker,1
meekest,1
meekly,1
Meeny,1
meerkat,1
meet,43
meeting,26
meeting's,1
meetings,1
meets,3
mega,2
mein,1
mellow,2
melodies,2
melodramatically,1
melon,1
melt,7
melted,9
melting,3
melts,2
member,4
members,2
memorial,5
memories,6
memory,5
men,26
men's,1
menace,2
menaced,1
menacingly,1
mend,8
mended,6
mending,2
mention,11
mentioned,2
mentioning,1
menu,6
menus,1
meow,16
meowed,5
meower,1
meows,3
merci,1
Mercury,1
mercy,1
merely,2
merest,1
merit,1
mermaid,30
mermaid',1
mermaid's,7
mermaids,21
merry,7
mesh,3
meshes,1
mess,33
message,17
messages,2
messed,1
messenger,1
messes,1
messing,1
Messrs,1
messy,4
met,45
metal,17
meteor,3
meteorites,2
meter,1
method,1
metre,1
metres,1
miaow,2
mice,27
Michael,1
micies,4
micro,1
microphone,4
microwave,1
mid,3
midday,1
middle,68
middles,1
middling,4
midget,2
midgets,1
midgy,1
midnight,20
miffed,1
might,133
mightily,3
mighty,14
Miirrorbelle,1
mile,9
miles,18
military,5
milk,74
milk's,1
milking,2
milkman,10
milky,5
mill,3
miller,1
Millie,5
millimeters,1
million,17
millionaire,1
millionaires,2
millions,10
Milly_Molly_Mandy,37
Milly_Molly_Mandy's,2
mimicked,1
mimocious,1
mince,10
minced,1
mind,97
minded,1
minds,6
mine,45
mine's,2
minerals,1
mini,1
minibeast,1
minister,8
ministers,1
minit,1
mink,1
minnows,1
minny,1
mint,9
mintick,1
minute,55
minutes,51
mippy,2
miracle,1
miracles,1
mirror,36
Mirror_Belle,179
Mirror_Belle's,13
mirrors,3
misbehave,1
mischief,11
miserable,14
miserably,2
misery,2
misery_guts,1
mislaid,1
mislaying,1
misleading,1
mispise,1
misremembered,1
miss,202
missed,21
missile,1
missing,20
mission,1
missus,1
mist,7
mistake,17
mistaken,5
mistakes,4
mister,1
mistook,1
mistress,2
mists,2
misty,7
misunderstanding,1
misunderstood,1
mittens,2
mix,26
mixed,20
mixing,10
mixture,24
mm,3
mmmm,3
mmph,1
Mo,1
Mo's,1
moan,14
moaned,12
moaning,8
moans,1
moat,1
mob,1
mobile,1
mobilized,1
mocked,1
modern,1
modest,3
mog,6
Mog,28
Moira_Miller,1
Moklissa,1
mole,17
moles,1
Molly,3
molt,1
molten,1
mom,17
mom's,6
moment,105
moment's,2
moments,11
mommy,1
mommy's,1
monacher,1
monday,14
mondays,1
money,106
monkey,52
monkey's,3
monkeys,38
monkshood,1
monsieur,14
monster,124
monster's,5
monsters,34
monstrous,10
month,8
months,12
moo,11
moocheling,1
mood,26
moody,104
mooed,1
mooing,2
moon,96
moon's,1
moonbeam,3
moonbeams,1
moonless,1
moonlight,19
moonlit,4
moons,4
moooooooooooo,1
moored,1
moors,2
mop,6
mope,2
Mopp,2
mopped,1
moppy,2
more,439
morning,177
mornings,2
moroccan,1
morsel,2
mortal,3
Morus,1
mosaic,1
moss,8
most,154
mostly,19
moth,6
mother,242
mother's,8
motherly,4
mothers,5
moths,2
motionless,2
motorbike,6
motoring,1
motorist,1
motorized,3
motors,1
motorway,1
motto,1
mouldering,1
mouldy,4
mound,1
mount,1
mountain,31
mountains,35
mountainside,3
mourn,1
mournful,2
mouse,142
mouse's,1
mouser,1
Mousey,5
mousse,5
moustache,6
moustaches,1
moustachy,1
mouth,121
mouthed,2
mouthful,7
mouthfuls,1
mouthing,1
mouthpiece,1
mouths,5
move,66
moved,46
movement,1
movements,1
moves,6
movie,24
movies,8
moving,31
mow,3
mowed,1
mowing,1
mown,2
mozzarella,1
Mr,481
Mr_Twit,97
Mr_Twit's,6
Mrs,338
Mrs_Twit,80
Mrs_Twit's,16
Ms,1
much,275
muck,2
muckfrumping,1
mucking,3
mucky,1
mud,32
muddle,14
Muddle's,1
muddled,3
muddy,10
muffin,8
Muffin_Mclay,4
muffin's,1
muffins,3
muffled,3
mug,16
Muggins's,1
Muggle_Wump,39
muggled,1
Muggles,1
mulberry,3
mules,9
multiplication,1
multiplied,1
multisensory,1
mum,499
mum's,28
mumble,6
mumbled,6
mumbling,1
mumbo,3
mumma,5
mummies,4
mummified,1
mummify,1
mummy,117
mummy's,15
mums,3
munch,15
munchies,1
munching,3
munchy,2
murder,5
murderer,2
murderers,1
murderful,1
murky,2
murmur,1
murmured,13
murmuring,1
murmurs,1
Murray,52
Murray's,6
mus,1
muscle,4
muscles,5
muscular,3
mused,1
museum,20
museum's,3
museums,1
mushroom,2
mushy,2
music,82
musical,5
musik,1
mussels,3
must,255
mustard,1
mustn't,15
mut,1
mutant,1
Mutant_Max,5
mutants,2
muted,1
mutiny,2
mutt,1
mutter,2
muttered,28
muttering,17
mutters,3
mutton,1
muuum,1
muuuum,1
muuuuuum,1
mwaahahahahahaha,1
mwah,1
mwahaaaahaaaahahahaa,1
mwahahahahahaha,2
my,1285
Myra,1
myself,57
mysophobia,1
mysteries,2
mysterious,4
mysteriously,3
mystery,2
mystical,1
n,5
n_no,1
na,2
nab,1
nabbed,1
naggy,1
nah,25
nail,8
nailbrushy,1
nails,8
naked,11
namby,1
name,111
named,21
names,26
nana,3
Nancy,10
Nancy_Blishen,1
Nancy's,12
nanna,15
nanna's,2
nanny,2
nap,6
nappy,12
narrow,6
Nasdaq,2
nastier,3
nastiest,2
nastily,1
nasty,32
nation,4
national,4
natural,4
naturally,8
nature,10
natured,3
nauci,1
naughtier,1
naughtily,1
naughty,23
navigator,1
naw,3
ne,5
Neanderthal,3
near,49
nearby,12
nearer,8
nearest,9
nearly,52
nears,1
neat,23
Neat's,1
neater,1
neatly,7
necessarily,1
necessary,10
neck,43
neck_tarines,1
necklace,7
necklaces,2
necks,7
nectarine,1
Ned,9
Ned_Plumb,3
Ned's,3
nee,3
need,151
needed,29
needing,4
needle,37
needle's,6
needles,7
needn't,2
needs,24
needy,1
negation,1
neglected,1
neglectful,1
neighbor,5
neighbor's,1
neighborhood,4
neighbors,10
Neil,1
Neil_Armstrong,1
neither,20
neither's,1
Nell,16
nelly,1
nerd,2
Nerdon,45
Nerdon's,2
nerdy,2
nerve,1
nerves,2
nervous,12
nervously,12
nervousness,1
nessessess,1
nest,48
nestled,1
nests,5
net,34
nets,1
nettle,1
nettled,1
nettles,9
Netty,1
never,356
Nevermore,1
nevertheless,3
new,233
New_Zealand,2
newcomer,1
newly,5
news,19
newsagent,1
newspaper,19
newspapers,9
newt,4
newts,1
newwww,1
next,300
Nganga,17
Nganga's,1
Niagara,1
nib,1
nibbed,1
nibble,13
nibbled,6
nibbling,4
nice,165
nicely,6
nicer,7
nicest,5
Nicholas_Nickleby,1
nick,1
nick's,3
Nicky,5
niece,4
night,303
night's,1
nightdress,2
nightfall,1
nightgown,1
nightie,14
nighties,1
nightingale,3
nightingales,1
nightingull,1
nightlight,1
nightly,1
nightmare,25
nightmares,6
nightmarish,2
nights,22
nighttime,3
nihili,1
nil,2
Nile,3
nilly,1
nine,69
ninepins,1
nineteen,10
ninety,7
Ninius_Nerdon,1
ninny,3
ninth,1
nip,11
nipped,1
nippers,1
nippy,2
nite,1
nits,1
nitwits,1
nnnneeeext,2
nnnnnoooooooo,1
no,1152
no_bot,1
Noah,1
nobleman,3
nobody,63
nobody's,1
nod,3
nodded,20
nodding,3
noddy,2
Nog,3
nohut,1
Noi,27
Noi's,3
noise,98
noiselessly,1
noises,17
noisier,1
noisily,2
noisy,13
non,1
none,27
nonetheless,1
nonsense,13
nonstick,1
noo,1
noodle,1
noodles,4
nook,3
noon,1
noonu,1
nooo,2
nooooo,1
nooooooo,5
noooooooo,1
nooooooooo,1
noooooooooo,1
nope,1
nopqrstuvwxyz,1
nor,18
normal,15
normally,5
Norman,39
Norman's,3
Normandy,1
norphan,1
norphanage,1
north,16
Norway,1
nose,109
nosebleed,2
noses,14
nosey,1
nosie,1
nosier,1
nosing,1
nostrils,3
not,1287
note,19
notebook,13
notepad,3
notes,11
nothing,162
nothing's,2
notice,46
noticeable,1
noticed,52
notices,5
noticing,4
notion,1
Notmuncher,1
Notmunchers,1
noun,4
November,2
now,765
nowadays,2
nowhere,15
nozzle,1
nu,3
nudge,1
nudged,2
nudging,1
nudie,3
nuisance,4
number,36
numbers,3
numerous,2
nunga,8
nungaaaaa,1
nurse,74
nurse's,2
nursed,1
nursery,5
nurses,4
nut,14
Nutbrown,21
nutcase,1
nutritious,2
nuts,30
nutty,1
nuzzled,1
nyaaow,3
o,15
o_o_o_o,1
O'cake,1
o'clock,51
oak,4
oar,1
oars,3
oatmealy,1
oats,2
obedient,1
obediently,4
obey,10
obeys,2
object,3
objected,3
objects,1
oblige,1
obliging,1
obligingly,2
oblong,1
observatory,1
observe,1
observed,1
obvious,3
obviously,16
occasion,4
occasional,3
occasionally,3
occasions,1
occupier,1
occupying,1
occur,2
occurred,5
occurring,1
ocean,16
oceans,2
och,1
October,3
octopus,2
oda,1
odd,15
Oddbod,7
odder,2
oddly,1
of,4318
off,562
offended,2
offer,8
offered,9
offering,1
office,16
officer,1
official,1
officials,1
offs,1
often,55
oftenly,1
ogre,2
ogre's,1
oh,537
oh_h_h_h,1
ohhhh,1
oi,6
Oi_Felt,1
oil,5
oiled,1
oink,1
oinks,1
okay,71
ol,1
Ola,26
Ola's,1
old,431
older,12
oldish,1
olimpick,1
olive,2
olives,3
Ollie,2
ology,2
Olwen,7
Olwen's,1
Omoni,23
omphalophobia,1
on,2526
once,232
one,1286
one's,6
ones,46
onion,2
onions,4
onlookers,2
only,333
onto,32
onwards,2
oof,3
ooh,27
oonga,2
ooococccoaaaaahhhhhh,1
oooh,2
oooohhh,1
oooooaaaarrrroooooooaaaaarghh,1
oooooh,1
oooooollld,1
ooooooooh,1
oooow,1
ooops,2
oop,3
oops,5
oopsy,1
ooww,1
ooze,1
oozes,1
oozing,1
oozy,1
open,122
opened,135
opener,4
opening,21
opens,5
opera,1
operating,1
operation,4
operations,1
ophthalmology,1
opinionated,1
opponents,1
opportunity,1
opposite,10
optimism,1
options,1
or,547
orange,45
oranges,4
orb,2
orbit,1
orchard,6
orchestra,3
order,13
ordered,30
ordering,2
orders,8
ordinary,19
org,1
organized,1
organs,2
Orinoco,8
Orion,20
ornamental,1
ornaments,3
ornate,3
orphan,3
orphanage,3
orphans,1
Osiris,1
other,375
other's,5
others,44
otherwise,8
otter,1
otters,1
ouch,14
ouchhhhhhhh,1
ought,16
ounce,1
our,187
ours,4
ourselves,2
out,1343
outclassed,1
outcry,1
outdoors,1
outer,2
outfeet,1
outfit,2
outline,6
outrage,1
outraged,1
outrun,1
outs,1
outshining,1
outside,114
outsider,1
outsize,1
outspread,1
outstretched,1
outwards,1
outwitted,4
outwitting,1
oval,2
oven,10
over,556
overbalance,1
overbalanced,1
overcome,1
overflow,1
overflowing,1
overgrown,2
overhead,7
overhear,1
overheard,1
overjoyed,3
overlapping,1
overleaf,1
overlooking,1
overnight,5
oversleeping,1
overworked,1
ow,15
owch,2
owe,1
oweee,2
oweeee,1
oweeeee,1
owl,192
owl's,4
owlet,1
owls,52
own,174
owned,3
owner,4
owners,4
owning,2
owns,2
owp,1
owwa,3
owww,1
owwwwwwchhhh,1
ox,7
oxen,1
oy,1
oyster,1
oysters,4
Oz,1
p,11
Pablo_Picasso,1
pace,10
paced,1
paces,4
pacing,1
pack,17
package,8
packaging,1
packed,32
packet,7
packets,4
packing,3
packs,3
pad,3
padded,2
paddies,2
padding,1
paddled,2
paddocks,1
pads,1
paella,2
page,39
pages,17
paid,9
pail,9
pailful,1
pails,8
pain,10
painful,4
painfully,2
pains,2
paint,51
painted,11
painter,9
painting,12
paintings,1
paints,5
pair,33
paired,1
pairs,17
paisley,1
pajama,5
pajamas,4
pal,4
palace,44
palaces,2
palanquin,4
pale,41
paler,3
palm,10
palmer,1
pamby,1
Pamina,4
pan,12
Panama,4
pancake,1
pancakes,1
pane,1
panelled,1
panic,7
panicked,1
panicking,1
pans,1
pansies,1
pant,1
panted,6
panting,5
pantry,1
pants,63
pants_tastic,1
Pantsby,1
papa,35
paper,91
papers,5
Papillion,1
paprika,4
parachute,2
parade,10
paraffin,1
parakeet,1
parakeets,1
parallel,2
parapet,1
paraphernalia,1
parasol,1
parcel,21
parchment,1
pardon,11
parent,1
parents,66
paris,1
park,53
parked,2
parker,16
parking,1
parks,1
parlor,1
parrot,24
parrot's,1
parrots,6
parrtaay,1
parsley,2
part,37
parted,4
particular,4
particularly,4
parties,4
parting,1
partly,2
partner,1
parts,7
party,94
pass,31
passage,7
passages,2
passed,27
passel,2
passenger,1
passengers,10
passers,1
passes,1
passing,7
passionately,1
password,12
past,89
pasta,5
paste,2
pastor,2
pastor's,1
pastries,1
pastures,3
pat,2
Pat,13
pat_a_cake,2
Pat_Hutchins,1
Pat_O'cake,3
Pat_Thomson,1
Patagonia,1
patch,7
patched,3
patches,2
patchwork,3
patent,1
path,53
pathetic,1
pathetically,1
paths,1
pathway,3
patience,5
patient,4
patiently,2
patients,1
patisserie,1
patriotism,1
patrol,2
patrolled,1
patted,10
patter,4
pattern,1
patterns,5
patting,2
Paul,49
Paul_Biegel,1
Paul's,4
pause,6
paused,15
pausing,3
paved,2
pavement,13
pavements,2
paw,22
pawed,1
pawful,4
paws,23
pay,26
paying,3
PC_Peters,6
pea,9
peace,16
peaceably,1
peaceful,5
peacefully,3
peach,11
peaches,2
peachy,3
peacock,3
peacock's,1
peacocks,1
peaked,1
peaks,1
peanut,3
pear,64
pearl,21
pearl's,1
pearly,2
pears,3
peas,18
peasy,1
pebble,5
pebbles,4
pebbly,1
peck,125
pecked,9
pecking,10
pecks,1
peculiar,8
peculiarly,1
ped,1
pedaled,4
pedaling,3
pedestrian,1
pedlar,2
Pedro,3
pee,1
peed,1
peek,4
peek_a_boo,1
peeked,12
peeking,2
peel,3
peeled,2
peeling,2
peelings,1
peep,11
peeped,17
peeping,6
peeple,2
peeps,1
peer,5
peered,21
peering,12
pees,1
peg,5
peg's,1
Pekingese,1
Pekoni,5
Pekoni's,1
pell_mell,1
pen,21
pence,18
pencil,14
pencils,9
penguin,13
penguins,3
penknife,1
penned,1
penny,10
pens,6
penthouse,1
penthouses,1
peony,20
people,179
people's,7
peoples,1
pep,3
Peppa,89
Peppa's,1
pepper,2
peppercorns,1
peppermint,3
Pepperpot,50
peppers,2
peppy,2
Pepsi,1
per,1
perambulator,2
percent,1
perch,5
perched,13
Percival,1
Percy,30
Percy's,2
perfect,196
perfection,2
perfectly,25
perform,8
performance,1
performances,1
performed,4
performer,1
performers,1
performing,5
perfume,4
perhaps,101
peril,1
period,1
perk,1
perked,4
perky,1
permanent,1
permanently,1
permission,6
perpendicular,1
perplexed,1
Perregrine_Yapper_Felt,2
Perry,1
person,57
personage,1
personality,2
personally,1
persons,1
persuaded,7
pesky,1
pest,4
pester,1
pestered,1
pestering,1
pesto,1
pests,1
pet,55
petal,2
petals,10
Pete,11
Pete's,1
peter,53
Peter,616
Peter_Piper,3
peter's,10
Peter's,58
petrified,3
pets,18
petted,1
petticoat,1
petticoats,2
petty,1
petunias,1
phantom,2
phasmorphobia,1
pheasant,1
phenomenal,1
phew,13
Phil,1
Philibert,16
Phillipippa,15
Phillipippa's,1
phizz_whizzing,1
Phizzwizard,4
Phizzwizards,3
phobia,2
phobias,2
phone,27
phoned,3
phoning,1
phooey,1
photograph,1
photographer,2
photographs,3
photos,2
phrase,1
physical,1
pi,3
piano,21
pibbling,2
Piccadilly,1
pick,32
picked,98
pickers,1
picketed,1
picking,10
pickings,1
pickle,4
pickled,2
pickles,1
Pickleton,1
picks,2
picky,16
picnic,16
picnicking,1
picture,29
pictured,3
pictures,28
pie,47
piece,43
pieces,34
pieman,1
pierced,2
piercing,4
piercingly,1
pies,8
pifflefizz,1
piffling,1
pig,151
pig_wiggin,1
pig's,3
pigeon,15
pigeon's,5
pigeons,4
Piggen,2
piggery_jokery,1
piggly,2
piggy,9
piggy_pig,2
piggy_wig,1
piggy_wiggies,1
piglet,9
piglets,27
pigling,4
pigling's,4
pigs,22
pigsquibble,1
Pigsquiffle,1
pigsty,1
pigswill,1
pigswiller,1
pigtail,1
Pigwinkles,1
piked,1
pile,21
piled,5
piles,4
pili,1
pill,6
pillow,33
pillowcase,2
pillows,6
pills,14
pilot,7
pilots,5
pimply,17
pin,10
pinch,20
pinch's,2
pinched,3
pinching,1
pine,7
pineapple,3
pineapples,1
pinecone,2
ping,12
ping_pong,1
pinged,2
pingy,1
pinheads,1
pink,69
Pinkie,1
pinkly,1
pinks,2
Pinky,4
Pinky's,1
pinned,4
pinpoint,2
pins,4
pint,6
pip,1
pipe,5
piped,4
piper,22
piper's,1
pipes,4
piping,1
pippy,2
pips,3
pirate,26
pirates,11
pirouette,1
pistachio,1
pistol,2
pistols,1
pit,9
pitch,6
pitched,1
pitcher,2
pitsqueak,1
pitter,4
pity,6
pityingly,1
pixies,4
pizza,10
pizzened,1
place,124
placed,24
places,33
placing,2
plaice,4
plain,17
plainly,2
plains,6
plait,3
plaited,1
plan,30
plan's,1
plane,3
Planet_Buster,1
planets,6
plank,5
planks,1
plankton,1
planned,8
planner,3
planning,6
plans,10
plant,14
planted,4
plants,17
plaque,1
plaster,32
plastered,3
plasterer,1
plasters,1
plastic,21
plasticine,3
plate,25
plate's,1
plateful,2
plates,7
platform,5
platforms,1
platter,1
plaudits,1
play,156
played,35
player,8
players,3
playground,8
playgrounds,1
playgroup,5
playhouse,1
playing,53
plays,5
playthings,1
playtime,6
pleaded,4
pleading,7
pleadingly,1
pleasant,5
pleasantest,1
pleasantly,1
please,159
pleased,55
pleases,1
pleasssssssse,1
pleasure,16
pledge,1
pleeeaase,1
pleeeeease,1
plenty,24
plexicated,1
plié,1
plight,1
Plimpton,1
plodded,7
plom,1
plonked,3
plop,5
Plop,256
Plop's,10
plopped,1
plops,1
plot,14
plots,1
plotting,4
plough,3
ploughed,3
ploughman,1
ploughs,1
ploy,1
plucked,6
plucking,1
plucky,1
plug,2
plugged,1
plughole,5
plugs,3
plum,5
Plumchester,4
Plumchester's,2
plummeting,1
plump,4
Plumridge,2
plums,3
plunged,2
plurppppppppppp,1
plus,7
plutocratic,1
pm,6
pocked,2
pocket,64
pocketful,1
pocketing,1
pockets,3
pod,1
poddle,1
poem,9
poems,5
poetic,1
pog,1
pogonophobia,1
Pogswizzler,1
point,30
pointed,30
pointers,1
pointing,32
points,6
pointy,9
poise,1
poisnowse,3
poison,2
poisoned,2
poisonous,5
poke,4
poked,25
poker,1
pokes,2
poking,11
poky,3
pole,21
poles,2
police,12
policeman,6
policemen,5
polish,10
polished,6
polishing,4
polite,20
politely,15
polka,5
polka_dot,2
polly,7
Polly,18
Polly_Flinders,1
Polly's,3
pollywogging,1
poltergeist,5
poly,4
pompom,2
pond,47
ponder,1
pondered,4
pondering,3
ponds,2
pong,9
ponies,1
ponking,1
pony,12
ponytail,2
poo,38
pooch,1
poodle,2
poodles,2
pooed,1
poof,2
pooh,1
Pooh_stick,2
pool,51
pools,7
poolside,2
pooooooo,2
poooooooo,1
poop,1
poopsicle,3
poor,94
poorer,1
poorest,1
poorly,6
poos,3
pop,32
popcorn,3
popped,22
poppers,1
poppies,2
popping,4
poppy,1
Poppy,48
Poppy's,3
poppyseed,1
pops,4
popular,2
porcelain,1
porch,7
porcupine,1
porij,2
pork,6
porridge,23
port,1
porteedo,1
porter,11
portrait,4
pose,1
posh,5
posies,1
position,11
positions,1
positive,2
positively,2
possess,1
possession,1
possessions,1
possible,24
possibly,23
post,10
postage,1
postal,1
postcard,2
poster,4
posterior,1
posters,2
postman,34
postman's,3
posts,2
pot,25
potato,3
potatoes,15
potion,2
potions,1
pots,7
potters,1
potting,2
potty,1
pouch,3
pouches,1
poultices,1
pounce,6
pounced,1
pouncing,1
pound,29
pounded,7
pounding,6
pounds,12
pour,9
poured,28
pourer,1
pouring,9
pours,2
pout,1
pow,2
powder,29
powdered,1
powders,1
powdery,1
power,8
powerful,4
powers,3
pox,1
practical,1
practically,2
practice,12
practise,21
practised,7
practising,9
praise,2
praised,1
pram,3
prance,3
pranced,3
prances,1
prancing,3
prawn,1
pray,1
prayed,8
prayer,1
prayers,2
praying,3
pre,1
precariously,2
precious,16
precisely,1
preen,2
preface,1
prefer,5
preferably,1
preferred,2
preferring,1
prefers,1
pregnant,2
prehistoric,1
prepare,4
prepared,7
preparing,2
prescribe,1
prescription,9
prescriptions,1
presence,2
present,29
presented,1
presenter,1
presenting,2
presently,6
presents,26
preservatives,1
president,3
presidents,2
press,8
pressed,8
pressing,2
prestigious,1
presume,1
pretend,12
pretended,16
pretending,10
pretends,6
prettier,1
prettiest,1
prettily,1
pretty,53
prevent,2
prevention,1
previous,2
previously,2
prey,2
price,2
Price's,1
priceless,1
prices,1
prick,1
pricked,3
prickled,1
prickles,8
prickly,8
pricks,1
pride,4
prided,1
priest,1
Prima,4
prime,5
primed,1
primly,1
primroses,1
prince,23
prince's,2
princely,1
princes,8
princess,34
princesses,10
principles,1
print,2
printed,2
printing,1
prints,7
prior,1
prison,19
prisoner,7
prisons,1
prissy,12
private,3
privilege,2
prize,15
prized,2
prizes,2
prizzin,2
probably,49
problem,27
problems,9
proceed,2
proceeding,1
procession,1
proclaimed,4
prodded,2
prodding,1
prodigious,1
produced,3
producing,2
productions,2
professor,2
professors,1
program,7
programmes,1
programs,1
progress,2
project,2
promise,15
promised,17
promises,2
promising,2
promoted,1
promptly,1
prone,1
proof,4
propelling,1
proper,19
properly,14
proposed,1
propped,1
props,4
propsposterous,1
prose,1
prospect,3
protect,8
protecting,1
protection,1
protective,2
protest,1
protested,6
proud,27
proudly,24
prove,15
proved,2
proves,2
provided,1
prowl,1
prowling,2
prune,1
prunes,1
prunty,1
ps,1
PS,1
pssst,1
ptarmigans,1
PTO,2
pub,2
public,3
publish,1
published,2
publishing,1
pucker,1
puckered,4
pudding,6
puddings,1
puddle,13
puddlenuts,1
puddles,9
puede,1
Puf,7
Puf's,1
puff,7
puff',1
puffed,10
puffin,41
puffin's,7
puffing,9
puffins,3
puffnut,1
puffs,1
puffy,4
pug,1
puke,1
pull,40
pulled,72
pulley,2
pulling,16
pullovers,1
pulls,1
pulse,2
pulsing,3
pumas,1
pump,2
pumping,2
pumpkin,28
pumpkin's,2
pumpkins,5
punch,3
punched,2
punchlines,1
punctual,1
punctuated,1
puncture,1
punish,1
punished,5
punishment,5
puntulashon,1
puny,3
pupil,1
pupils,5
puppet,1
puppets,1
puppies,5
puppy,20
puppy's,1
pure,1
purpel,1
purple,47
Purple_Hand,3
purpose,3
Purpuss,6
purr,1
purred,4
purring,1
purrs,1
purse,1
pursuing,1
pursuits,1
push,15
pushchair,2
pushed,51
pusher,1
pushes,1
pushing,13
puss,16
pussies,1
pussy,5
put,386
putrid,1
puts,8
putting,43
puzzle,23
puzzled,11
puzzles,2
puzzling,1
pygmy,1
pyjamas,11
pyramid,2
python,1
quaaaaaccckk,1
quack,2
quacked,7
quacking,2
quacks,1
quacky,1
quake,4
quaking,1
quality,2
quantities,1
quantity,1
quarrel,2
quart,2
quarter,3
quarters,4
quavered,1
queen,199
queen's,13
queens,5
queer,5
queried,1
query,1
question,19
questioned,1
questions,11
queue,3
queued,1
queueing,1
queuing,1
quick,83
quick_quick,1
quicker,4
quickest,1
quickly,70
quicksy,1
quiet,67
quietened,1
quieter,3
quietest,1
quietly,38
quit,3
quite,227
quiver,3
quivered,2
quivering,9
quiz,6
quizzes,1
quog,2
quogwinkles,1
quotations,1
quote,1
r,8
r_e_s_p_e_c_t,1
raaaaa,1
raaargh,1
raargh,1
rabbit,253
rabbit's,11
rabbitfish,2
rabbits,19
rabbity,1
rabid,24
raccoon,15
race,51
racecourse,1
raced,17
racehorse,7
racehorses,3
races,6
Rachel,8
Rachel's,1
racing,14
rack,7
racket,2
rackets,2
racking,1
radar,1
radiator,1
radiators,1
radio,19
raffle,1
raft,1
rafts,1
rag,3
rage,6
raged,1
ragged,4
raging,3
rags,1
raiding,2
railing,2
railings,6
railway,13
rain,37
rainbow,14
raincoat,4
raindrop,1
raindrops,3
rained,3
raining,4
rains,2
rainstorm,1
rainy,3
raise,4
raised,18
raising,6
raisins,6
rake,3
raking,4
Ralph,135
Ralph's,8
rambled,1
rammed,1
ramp,1
rampaging,1
ramps,1
ran,230
Rance's,1
Randal,1
random,1
rang,17
range,3
rap,9
rapidly,2
raps,3
rare,7
rarely,1
rarest,1
raring,1
rascals,1
rasher,1
rashers,2
raspberries,2
raspberry,2
rasped,1
rasping,2
rat,54
rate,5
rather,104
ratio,2
rats,21
rattle,8
rattled,10
rattling,3
rattlings,1
rave,1
ravenous,1
ravens,7
ravioli,1
raw,3
ray,3
Razztwizzler,1
reach,31
reached,79
reaches,3
reaching,9
reaction,1
read,109
reader,4
readers,2
readiness,1
reading,41
readings,1
reads,6
ready,83
real,61
realistically,1
reality,1
realize,5
realized,18
realizes,1
realizing,1
really,313
realy,1
reappeared,3
rear,2
reared,1
rearmed,1
reason,20
reasonable,1
reasonably,1
reasons,6
reassure,1
reassures,1
Rebecca,62
rebirth,2
reborn,1
recall,1
recalling,1
receive,1
received,2
receiver,5
receives,2
recent,2
recently,5
reception,5
receptionist,3
recipe,5
recipes,1
recite,2
recited,1
reciting,2
reckoned,2
reclining,2
recognize,13
recognized,4
recognizes,1
recognizing,1
recoiled,2
recommend,1
recorder,1
records,1
recover,2
recovered,1
recovering,2
recovery,1
recreation,1
rectangle,1
rectangular,1
recycling,3
red,178
redbreast,1
redder,4
reddish,1
reddy,1
redfin,2
reds,10
redunculous,1
redunculus,1
reeds,3
reef,1
reels,1
referred,1
refined,1
reflected,1
reflection,8
reflections,1
refreshing,2
refreshment,1
refrigerator,1
refs,1
refuse,4
refused,10
refusing,3
regain,1
regained,1
regal,2
regard,1
regarded,1
regardless,1
Reggie_Clover,3
regime,1
register,4
regret,2
regrettably,1
regular,1
regularly,3
regulations,1
reigned,1
reigns,1
reindeer,3
reining,1
reins,2
rejoin,1
rejoined,1
rejuvenating,1
related,2
relations,1
relatives,2
relax,3
relaxed,2
relaxing,2
relay,1
release,3
released,4
releasing,1
relief,3
relieved,7
religions,1
relished,1
relocated,1
reluctant,1
reluctantly,2
rely,1
remain,3
remained,3
remaining,3
remark,1
remarkable,4
remarked,3
remember,65
remembered,36
remembering,15
remembery,1
remind,11
reminded,6
reminder,1
reminding,2
reminds,2
remote,2
removable,1
remove,9
removed,11
remover,2
removes,1
renaissance,1
renowned,3
rented,1
repainted,1
repair,2
repairing,1
repairs,1
repeat,7
repeated,4
repeatedly,1
replace,1
replaced,6
replant,1
replied,54
reply,14
replying,1
report,9
reported,2
reports,2
represented,1
reproached,2
reproachfully,1
reptile,2
reptiles,6
repulsant,4
